original_path,new_path,action,reason,outcome_status,human_review_required
10-quick-reference-sheets/decision-trees/governance-checklist.md,95-review-required/generated-scaffolding/13-reference/decision-trees/governance-checklist.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
10-quick-reference-sheets/decision-trees/learning-path.md,14-learning-paths/reference/decision-trees.md,move,Align with the target taxonomy and content-type placement.,Completed,false
10-quick-reference-sheets/decision-trees/quick-reference.md,13-reference/reference/decision-trees.md,move,Align with the target taxonomy and content-type placement.,Completed,false
10-quick-reference-sheets/decision-trees/reference-guide.md,13-reference/decision-trees/reference-guide.md,move,Align with the target taxonomy and content-type placement.,Completed,false
10-quick-reference-sheets/decision-trees/troubleshooting-guide.md,95-review-required/generated-scaffolding/13-reference/decision-trees/troubleshooting-guide.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
10-quick-reference-sheets/index.md,99-archive/duplicates/domain-indexes/10-quick-reference-sheets-index.md,archive,Exact or normalized duplicate of the domain README.,Archived,false
10-quick-reference-sheets/meeting-talking-points/README.md,11-project-delivery/meeting-guides/README.md,move,Align with the target taxonomy and content-type placement.,Completed,false
10-quick-reference-sheets/meeting-talking-points/architecture-overview.md,95-review-required/generated-scaffolding/11-project-delivery/meeting-guides/architecture-overview.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
10-quick-reference-sheets/meeting-talking-points/best-practices.md,95-review-required/generated-scaffolding/11-project-delivery/meeting-guides/best-practices.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
10-quick-reference-sheets/meeting-talking-points/business-context.md,95-review-required/generated-scaffolding/11-project-delivery/meeting-guides/business-context.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
10-quick-reference-sheets/meeting-talking-points/common-frameworks.md,95-review-required/generated-scaffolding/11-project-delivery/meeting-guides/common-frameworks.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
10-quick-reference-sheets/meeting-talking-points/examples/README.md,95-review-required/generated-scaffolding/11-project-delivery/meeting-guides/examples/README.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
10-quick-reference-sheets/meeting-talking-points/examples/example-01.md,95-review-required/generated-scaffolding/11-project-delivery/meeting-guides/examples/example-01.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
10-quick-reference-sheets/meeting-talking-points/examples/example-scenario.md,95-review-required/generated-scaffolding/11-project-delivery/meeting-guides/examples/example-scenario.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
10-quick-reference-sheets/meeting-talking-points/governance-checklist.md,95-review-required/generated-scaffolding/11-project-delivery/meeting-guides/governance-checklist.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
10-quick-reference-sheets/meeting-talking-points/learning-path.md,14-learning-paths/project-delivery/meeting-guides.md,move,Align with the target taxonomy and content-type placement.,Completed,false
10-quick-reference-sheets/meeting-talking-points/quick-reference.md,13-reference/project-delivery/meeting-guides.md,move,Align with the target taxonomy and content-type placement.,Completed,false
10-quick-reference-sheets/meeting-talking-points/reference-guide.md,11-project-delivery/meeting-guides/reference-guide.md,move,Align with the target taxonomy and content-type placement.,Completed,false
10-quick-reference-sheets/meeting-talking-points/troubleshooting-guide.md,95-review-required/generated-scaffolding/11-project-delivery/meeting-guides/troubleshooting-guide.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
10-quick-reference-sheets/troubleshooting/README.md,13-reference/troubleshooting/README.md,move,Align with the target taxonomy and content-type placement.,Completed,false
10-quick-reference-sheets/troubleshooting/architecture-overview.md,95-review-required/generated-scaffolding/13-reference/troubleshooting/architecture-overview.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
10-quick-reference-sheets/troubleshooting/best-practices.md,95-review-required/generated-scaffolding/13-reference/troubleshooting/best-practices.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
